AOA_threshold,n_total,inside_pct,overall_rho_abs_error_DI,overall_rho_p,MAE_inside,MAE_outside,medianAE_inside,medianAE_outside
1.8901235779406318,8815,91.55984117980715,-0.03672685267492663,0.0005628881810971594,1.018771995604063,1.0324899863461656,0.8571239394487051,0.7843562475882813
