regime_id,n,pct,mean_LST_C,median_LST_C,top_driver_1,top_driver_2,top_driver_3,mean_SHAP_NDVI_MAM_median,mean_SHAP_NDBI_MAM_median,mean_SHAP_GHSL_built_local_fraction,mean_SHAP_elevation_m,mean_SHAP_slope_deg,mean_SHAP_northness,mean_SHAP_eastness,mean_SHAP_distance_to_coast_m,mean_SHAP_WorldCover,mean_abs_SHAP_NDVI_MAM_median,mean_abs_SHAP_NDBI_MAM_median,mean_abs_SHAP_GHSL_built_local_fraction,mean_abs_SHAP_elevation_m,mean_abs_SHAP_slope_deg,mean_abs_SHAP_northness,mean_abs_SHAP_eastness,mean_abs_SHAP_distance_to_coast_m,mean_abs_SHAP_WorldCover
1,2637,29.83706720977597,29.98472395904437,30.157299,elevation_m (cooling),NDVI_MAM_median (cooling),distance_to_coast_m (cooling),-0.36926552801747886,-0.14735694133867042,-0.006651476328756996,-1.3525997901527889,-0.030042369613196607,-0.0016918545423638546,-0.011065767863952256,-0.12065991490244551,-0.006757900493886827,0.5281059495337804,0.2056290802935311,0.014316678551116792,1.3525997901527889,0.07063995798782077,0.03913316198308512,0.20267285308104518,0.2159507511031319,0.012089985814442084
2,3202,36.22991627064947,33.91514871236727,33.8041095,NDVI_MAM_median (warming),elevation_m (warming),NDBI_MAM_median (warming),0.7681904650569992,0.3088934789471818,0.010008771370919028,0.5868504263956473,0.010888477096701921,0.0037737834872191996,0.019519781935855417,0.12738904078476787,0.0115951602290621,0.7682494660521431,0.3762935810943239,0.04286068557064084,0.6250972998039779,0.045803871107924006,0.03438154437226404,0.17143537770046946,0.3018352375866428,0.056433253521126214
3,2999,33.933016519574565,31.87080419239746,31.868786,elevation_m (warming),NDVI_MAM_median (cooling),NDBI_MAM_median (cooling),-0.48839414104434065,-0.26103151683448955,-0.009450490178111332,0.5683954407070118,0.01120477694690237,-0.0007235357544341818,-0.0030135412222714237,0.048071055520745656,-0.03808267374454412,0.4952118106466993,0.2776206324950487,0.02013895591709369,0.5776287679597905,0.058004203377036115,0.03214389874834421,0.14888223307056608,0.2235390036987315,0.041306480392286175
