regime_id,n,pct,mean_LST,NDVI_MAM_median_mean,NDVI_MAM_median_median,NDBI_MAM_median_mean,NDBI_MAM_median_median,GHSL_built_local_fraction_mean,GHSL_built_local_fraction_median,elevation_m_mean,elevation_m_median,slope_deg_mean,slope_deg_median,northness_mean,northness_median,eastness_mean,eastness_median,distance_to_coast_m_mean,distance_to_coast_m_median,urban_WC50_pct,tree_WC10_pct,cropland_WC40_pct
1,2637,29.837067209775967,29.98472395904437,0.8297266209783845,0.8367206,-0.3860086210618127,-0.39131826,0.0017785362153962838,0.0,255.25673113386424,224.0,9.246871444823663,7.0,0.00844784099810389,-1.8369701000000003e-16,-0.04437399061433447,0.0,4727.243589533561,4464.661,0.037921880925293895,99.12779673871825,0.0
2,3202,36.22991627064947,33.91514871236727,0.7190870982264208,0.7481556199999999,-0.263539325297258,-0.27838872,0.01662398500936914,0.0,56.7054965646471,45.0,4.626795752654591,4.0,-0.04337759757058089,-1.8369701000000003e-16,0.07411693101686447,1.2246469000000002e-16,1949.0717170459086,1441.56135,3.1230480949406623,88.7257963772642,0.12492192379762648
3,2999,33.933016519574565,31.87080419239746,0.8300012147782593,0.8281509,-0.3993543662354118,-0.3827391,0.0016405468489496498,0.0,67.77559186395465,68.0,4.743581193731243,4.0,0.07210879742247417,6.123234000000001e-17,-0.04137304345115037,0.0,2589.525911513838,2250.0,0.0,88.92964321440479,0.0
