observed_LST,predicted_LST_3kmCV,residual,x_utm,y_utm,municipality
32.295258,33.10285419071957,-0.8075961907195719,284715.0,671505.0,Patikul
32.03891,32.561568840234195,-0.5226588402341932,285015.0,671505.0,Patikul
30.903286,32.153270230964345,-1.249984230964344,285315.0,671505.0,Patikul
31.012323,32.25490074127632,-1.2425777412763246,285615.0,671505.0,Patikul
30.182217,33.070222350112715,-2.8880053501127136,285915.0,671505.0,Patikul
30.102037,31.903533520129184,-1.8014965201291844,286215.0,671505.0,Patikul
31.567194,31.888372446507947,-0.3211784465079468,286515.0,671505.0,Patikul
30.930016,32.49645209294385,-1.5664360929438494,286815.0,671505.0,Patikul
30.5349,31.881310942046344,-1.3464109420463437,287115.0,671505.0,Patikul
30.731205,30.644342016041374,0.0868629839586248,287415.0,671505.0,Patikul
30.718168,32.565823109843905,-1.847655109843906,287715.0,671505.0,Patikul
30.052336,30.79846156859085,-0.7461255685908483,288015.0,671505.0,Patikul
31.11256,31.248152407566018,-0.1355924075660191,288315.0,671505.0,Patikul
30.566751,30.82802439080767,-0.26127339080766987,288615.0,671505.0,Patikul
30.519543,31.618232783297866,-1.0986897832978677,288915.0,671505.0,Patikul
31.278076,32.42984141869147,-1.1517654186914683,289215.0,671505.0,Patikul
32.577293,32.82335965650304,-0.24606665650303938,289515.0,671505.0,Patikul
32.646282,32.51443493679426,0.1318470632057398,289815.0,671505.0,Patikul
32.435013,31.796525870355076,0.6384871296449219,290115.0,671505.0,Patikul
32.398544,31.62068829445012,0.7778557055498823,290415.0,671505.0,Patikul
32.11236,31.90154230948027,0.21081769051973254,290715.0,671505.0,Patikul
32.657307,33.128087546573134,-0.4707805465731312,291015.0,671505.0,Patikul
31.734415,32.3801733532417,-0.6457583532417033,291315.0,671505.0,Patikul
31.999886,31.439388862596836,0.5604971374031642,291615.0,671505.0,Patikul
32.382866,31.625057358551032,0.7578086414489675,291915.0,671505.0,Patikul
34.541466,34.93094652560937,-0.38948052560937185,292215.0,671505.0,Patikul
34.93702,32.2259356096668,2.7110843903331983,292515.0,671505.0,Patikul
34.854942,33.76089147514275,1.094050524857252,292815.0,671505.0,Patikul
34.77737,36.1771304563218,-1.3997604563218005,293115.0,671505.0,Patikul
