predictor,spearman_feature_SHAP,mean_abs_SHAP
elevation_m,-0.9527419488149557,0.8231768456207348
NDVI_MAM_median,-0.9661809557535566,0.6130965691422127
NDBI_MAM_median,0.9588170660876942,0.3047036321506427
distance_to_coast_m,-0.7573693064100888,0.25102098004114487
eastness,0.9333535678779815,0.17459424213400593
slope_deg,-0.29438430352133266,0.056870034911950924
northness,-0.34205134770146683,0.03178225860730955
GHSL_built_local_fraction,0.3201903581286012,0.026626511282165716
