LST_MAM_median_C,valid_obs,LST_MAM_SD_C,ST_QA_median_K,NDVI_MAM_median,NDBI_MAM_median,NDMI_MAM_median,BSI_MAM_median,GHSL_built_local_fraction,WorldCover_2021,elevation_m,slope_deg,northness,eastness,distance_to_coast_m,distance_to_permanent_water_m,x_utm,y_utm,row,col,longitude,latitude,block1km_x,block1km_y,block1km_id,block2km_x,block2km_y,block2km_id,block3km_x,block3km_y,block3km_id,block5km_x,block5km_y,block5km_id,municipality
31.58721,32.0,5.5061474,4.162997,0.7551254,-0.27270755,0.27270755,-0.20639828,0.0,10.0,217.0,5.0,-0.70710677,-0.70710677,6530.911,1850.6755,292815.0,664005.0,325,945,121.12820737266232,6.004037815290644,292,664,292_664,146,332,146_332,97,221,97_221,58,132,58_132,Talipao
31.00935,29.0,5.313866,4.15441,0.7933782,-0.32291573,0.32291573,-0.26574272,0.0,10.0,204.0,5.0,-0.190809,0.98162717,6250.664,1773.4148,293115.0,664005.0,325,955,121.13091671434584,6.004047080692504,293,664,293_664,146,332,146_332,97,221,97_221,58,132,58_132,Talipao
31.193083,29.0,5.992613,4.256502,0.78770775,-0.33189377,0.33189377,-0.2631597,0.0,10.0,201.0,9.0,-0.98162717,0.190809,5972.3364,1698.5288,293415.0,664005.0,325,965,121.13362606028356,6.004056332692231,293,664,293_664,146,332,146_332,97,221,97_221,58,132,58_132,Talipao
30.787636,31.0,5.994897,4.374268,0.7647717,-0.3104961,0.3104961,-0.24183825,0.0,10.0,197.0,5.0,-0.7986355,-0.60181504,5696.2095,1626.3456,293715.0,664005.0,325,975,121.13633541046929,6.004065571289726,293,664,293_664,146,332,146_332,97,221,97_221,58,132,58_132,Talipao
30.743574,30.0,5.8537908,4.313083,0.845873,-0.430001,0.430001,-0.37322956,0.0,10.0,193.0,7.0,0.1391731,0.99026805,5422.619,1557.2412,294015.0,664005.0,325,985,121.13904476489692,6.004074796484881,294,664,294_664,147,332,147_332,98,221,98_221,58,132,58_132,Talipao
31.456226,28.0,6.4640226,4.2324443,0.7765955,-0.26076108,0.26076108,-0.20212801,0.0,10.0,191.0,4.0,-0.43837115,-0.89879405,5151.9707,1491.6434,294315.0,664005.0,325,995,121.14175412356029,6.004084008277596,294,664,294_664,147,332,147_332,98,221,98_221,58,132,58_132,Talipao
31.895384,31.0,6.8055162,4.44086,0.7787204,-0.3216316,0.3216316,-0.25143775,0.0,10.0,192.0,2.0,-0.43837115,0.89879405,4884.752,1430.0349,294615.0,664005.0,325,1005,121.1444634864532,6.004093206667768,294,664,294_664,147,332,147_332,98,221,98_221,58,132,58_132,Talipao
30.972897,28.0,6.566247,4.384272,0.81877565,-0.3363353,0.3363353,-0.26783693,0.0,10.0,177.0,1.0,-0.70710677,0.70710677,4621.558,1372.953,294915.0,664005.0,325,1015,121.14717285356951,6.004102391655295,294,664,294_664,147,332,147_332,98,221,98_221,58,132,58_132,Talipao
31.284468,25.0,7.3316045,4.059746,0.7575515,-0.30720466,0.30720466,-0.23315528,0.0,10.0,169.0,7.0,6.123234e-17,1.0,4362.396,1320.9845,295215.0,664005.0,325,1025,121.1498822249031,6.004111563240074,295,664,295_664,147,332,147_332,98,221,98_221,59,132,59_132,Talipao
32.926632,27.0,6.359926,4.007484,0.7568845,-0.32860607,0.32860607,-0.25484854,0.0,10.0,163.0,3.0,-0.70710677,-0.70710677,4100.7925,1274.7549,295515.0,664005.0,325,1035,121.15259160044776,6.0041207214220025,295,664,295_664,147,332,147_332,98,221,98_221,59,132,59_132,Talipao
32.14857,33.0,7.1260333,4.3250537,0.7438612,-0.27753404,0.27753404,-0.20319474,0.0,10.0,157.0,12.0,0.6691306,0.7431448,3844.8018,1234.9089,295815.0,664005.0,325,1045,121.15530098019737,6.004129866200978,295,664,295_664,147,332,147_332,98,221,98_221,59,132,59_132,Talipao
30.811935,31.0,5.949189,3.891198,0.77570516,-0.3120377,0.3120377,-0.24924715,0.0,10.0,148.0,7.0,0.1391731,0.99026805,3595.6223,1167.7756,296115.0,664005.0,325,1055,121.15801036414574,6.0041389975769,296,664,296_664,148,332,148_332,98,221,98_221,59,132,59_132,Panglima Estino
31.327515,36.0,6.4522414,4.2337227,0.8027723,-0.35040015,0.35040015,-0.28968343,0.0,10.0,134.0,7.0,-0.82903755,0.5591929,3337.0195,1077.8219,296415.0,664005.0,325,1065,121.16071975228674,6.004148115549667,296,664,296_664,148,332,148_332,98,221,98_221,59,132,59_132,Panglima Estino
32.08733,32.0,6.073319,4.06234,0.8418824,-0.42342165,0.42342165,-0.3621159,0.0,10.0,139.0,2.0,0.43837115,0.89879405,3061.3232,989.798,296715.0,664005.0,325,1075,121.16342914461418,6.004157220119177,296,664,296_664,148,332,148_332,98,221,98_221,59,132,59_132,Panglima Estino
32.38594,34.0,6.092597,3.9515562,0.81974614,-0.36591157,0.36591157,-0.30835015,0.0,10.0,126.0,4.0,-0.8910065,0.4539905,2790.645,904.26764,297015.0,664005.0,325,1085,121.16613854112195,6.004166311285329,297,664,297_664,148,332,148_332,99,221,99_221,59,132,59_132,Old Panamao
32.017555,34.0,5.7166157,3.8879855,0.7704325,-0.3013316,0.3013316,-0.23542838,0.0,10.0,107.0,9.0,0.7547096,0.656059,2526.5984,822.0097,297315.0,664005.0,325,1095,121.16884794180386,6.004175389048019,297,664,297_664,148,332,148_332,99,221,99_221,59,132,59_132,Old Panamao
32.98898,34.0,5.5715976,3.7836757,0.7499651,-0.30762142,0.30762142,-0.24194558,0.09,10.0,98.0,2.0,-0.43837115,-0.89879405,2271.4973,744.1102,297615.0,664005.0,325,1105,121.17155734665374,6.004184453407148,297,664,297_664,148,332,148_332,99,221,99_221,59,132,59_132,Old Panamao
33.491703,37.0,5.505388,3.9930031,0.5316413,-0.17121382,0.17121382,-0.07866233,0.0,10.0,90.0,3.0,-1.0,1.2246469e-16,2022.4984,668.87964,297915.0,664005.0,325,1115,121.17426675566546,6.004193504362616,297,664,297_664,148,332,148_332,99,221,99_221,59,132,59_132,Old Panamao
32.73827,38.0,5.683444,3.9497426,0.7864528,-0.33981293,0.33981293,-0.263302,0.0,10.0,70.0,3.0,-0.309017,0.95105654,1776.0912,586.0034,298215.0,664005.0,325,1125,121.17697616883285,6.004202541914318,298,664,298_664,149,332,149_332,99,221,99_221,59,132,59_132,Old Panamao
33.137074,39.0,6.086013,4.0013027,0.69721854,-0.24557565,0.24557565,-0.16186215,0.01,10.0,60.0,1.0,-0.70710677,-0.70710677,1548.7091,509.31326,298515.0,664005.0,325,1135,121.17968558614973,6.004211566062159,298,664,298_664,149,332,149_332,99,221,99_221,59,132,59_132,Old Panamao
34.03258,40.0,6.702061,4.004749,0.71173793,-0.2447165,0.2447165,-0.17096326,0.0,10.0,65.0,4.0,0.70710677,0.70710677,1350.0,442.0407,298815.0,664005.0,325,1145,121.18239500760997,6.004220576806033,298,664,298_664,149,332,149_332,99,221,99_221,59,132,59_132,Old Panamao
31.71832,45.0,6.670363,4.080403,0.7710418,-0.30487972,0.30487972,-0.24214013,0.0,10.0,62.0,1.0,6.123234e-17,1.0,1114.8542,371.61807,299115.0,664005.0,325,1155,121.1851044332074,6.004229574145846,299,664,299_664,149,332,149_332,99,221,99_221,59,132,59_132,Old Panamao
32.45811,43.0,6.3099065,4.2408257,0.8288509,-0.36385074,0.36385074,-0.30560073,0.0,10.0,47.0,8.0,0.57357645,0.81915206,849.0583,283.01944,299415.0,664005.0,325,1165,121.18781386293588,6.004238558081492,299,664,299_664,149,332,149_332,99,221,99_221,59,132,59_132,Old Panamao
34.27064,42.0,7.2274065,4.220964,0.67227393,-0.18112248,0.18112248,-0.11223041,0.0,10.0,37.0,5.0,-0.98162717,-0.190809,615.5485,205.18285,299715.0,664005.0,325,1175,121.19052329678921,6.004247528612873,299,664,299_664,149,332,149_332,99,221,99_221,59,132,59_132,Old Panamao
33.563343,43.0,6.389591,4.3472147,0.7569486,-0.297041,0.297041,-0.23325653,0.0,10.0,18.0,2.0,0.8910065,0.4539905,432.66617,138.92444,300015.0,664005.0,325,1185,121.19323273476128,6.004256485739888,300,664,300_664,150,332,150_332,100,221,100_221,60,132,60_132,Old Panamao
36.49846,46.0,6.587025,4.742759,0.68714184,-0.21076652,0.21076652,-0.13650276,0.0,10.0,22.0,5.0,0.98162717,-0.190809,258.06976,89.44272,300315.0,664005.0,325,1195,121.19594217684589,6.00426542946244,300,664,300_664,150,332,150_332,100,221,100_221,60,132,60_132,Old Panamao
34.473698,41.0,4.876371,5.294896,0.5773115,-0.1622189,0.1622189,-0.07448008,0.0,30.0,13.0,4.0,1.0,0.0,42.426407,10.0,300615.0,664005.0,325,1205,121.1986516230369,6.0042743597804265,300,664,300_664,150,332,150_332,100,221,100_221,60,132,60_132,Old Panamao
33.948368,52.0,5.9775996,4.9753532,0.6974417,-0.25658438,0.25658438,-0.17700768,0.0,10.0,13.0,5.0,0.190809,-0.98162717,256.3201,92.19544,304515.0,664005.0,325,1335,121.23387479440008,6.004389234053803,304,664,304_664,152,332,152_332,101,221,101_221,60,132,60_132,Old Panamao
34.399788,53.0,5.2688913,4.9456935,0.7585334,-0.3212948,0.3212948,-0.25423026,0.0,10.0,24.0,5.0,0.190809,0.98162717,371.0795,117.047,304815.0,664005.0,325,1345,121.23658429743399,6.004397976697505,304,664,304_664,152,332,152_332,101,221,101_221,60,132,60_132,Old Panamao
33.390312,59.0,5.101395,4.511504,0.7544529,-0.28299803,0.28299803,-0.2156872,0.0,10.0,25.0,1.0,0.70710677,-0.70710677,510.8816,161.24515,305115.0,664005.0,325,1355,121.23929380448192,6.004406705935165,305,664,305_664,152,332,152_332,101,221,101_221,61,132,61_132,Old Panamao
33.18411,57.0,5.07429,4.3536415,0.8247846,-0.40866166,0.40866166,-0.3543504,0.0,10.0,22.0,0.0,1.0,0.0,644.1273,205.9126,305415.0,664005.0,325,1365,121.24200331553766,6.004415421766688,305,664,305_664,152,332,152_332,101,221,101_221,61,132,61_132,Old Panamao
33.56276,63.0,5.598339,4.2670355,0.7968677,-0.36149237,0.36149237,-0.29163352,0.0,10.0,30.0,1.0,1.0,0.0,630.0,220.22716,305715.0,664005.0,325,1375,121.24471283059513,6.004424124191973,305,664,305_664,152,332,152_332,101,221,101_221,61,132,61_132,Old Panamao
32.930325,68.0,5.9547567,4.1996446,0.84849614,-0.39540812,0.39540812,-0.34650943,0.0,10.0,40.0,8.0,0.43837115,-0.89879405,697.7822,237.69728,306015.0,664005.0,325,1385,121.24742234964812,6.004432813210926,306,664,306_664,153,332,153_332,102,221,102_221,61,132,61_132,Old Panamao
32.511425,68.0,5.5853186,4.139829,0.7834129,-0.3253596,0.3253596,-0.26717624,0.0,10.0,53.0,7.0,0.8660254,0.5,870.0,290.68884,306315.0,664005.0,325,1395,121.25013187269046,6.00444148882345,306,664,306_664,153,332,153_332,102,221,102_221,61,132,61_132,Old Panamao
32.774254,68.0,5.4715676,4.0725274,0.80126894,-0.32176417,0.32176417,-0.26952302,0.0,10.0,46.0,5.0,0.92718387,0.37460658,1086.6462,361.24783,306615.0,664005.0,325,1405,121.25284139971606,6.004450151029445,306,664,306_664,153,332,153_332,102,221,102_221,61,132,61_132,Old Panamao
34.188885,71.0,6.035464,4.0916896,0.7389,-0.28180152,0.28180152,-0.21148057,0.0,10.0,43.0,1.0,0.70710677,-0.70710677,1080.4166,360.5551,306915.0,664005.0,325,1415,121.25555093071867,6.00445879982882,306,664,306_664,153,332,153_332,102,221,102_221,61,132,61_132,Old Panamao
33.705135,72.0,5.6303663,4.136746,0.7282646,-0.25025514,0.25025514,-0.18773511,0.0,10.0,43.0,5.0,-0.5150381,0.8571673,1065.3169,345.25354,307215.0,664005.0,325,1425,121.25826046569219,6.004467435221475,307,664,307_664,153,332,153_332,102,221,102_221,61,132,61_132,Old Panamao
32.244144,72.0,5.587345,4.1097927,0.7513319,-0.28595862,0.28595862,-0.21574007,0.0,10.0,41.0,4.0,0.43837115,-0.89879405,1050.0,340.0,307515.0,664005.0,325,1435,121.26097000463047,6.004476057207313,307,664,307_664,153,332,153_332,102,221,102_221,61,132,61_132,Old Panamao
33.34608,75.0,5.516019,4.139148,0.7311344,-0.30157825,0.30157825,-0.2277545,0.0,10.0,53.0,5.0,0.8571673,0.5150381,1084.1587,351.7101,307815.0,664005.0,325,1445,121.26367954752727,6.004484665786241,307,664,307_664,153,332,153_332,102,221,102_221,61,132,61_132,Old Panamao
32.370712,70.0,4.8986087,3.9792447,0.8561687,-0.4072417,0.4072417,-0.36592463,0.0,10.0,66.0,2.0,0.8910065,0.4539905,1471.224,480.8326,309615.0,664005.0,325,1505,121.27993688769337,6.004536035709299,309,664,309_664,154,332,154_332,103,221,103_221,61,132,61_132,Luuk
34.198338,71.0,5.4031754,4.3954663,0.7820285,-0.31770164,0.31770164,-0.24866252,0.0,10.0,49.0,5.0,0.5150381,0.8571673,1415.0972,461.73587,309915.0,664005.0,325,1515,121.28264645812773,6.004544550437167,309,664,309_664,154,332,154_332,103,221,103_221,61,132,61_132,Luuk
34.613922,73.0,5.3227477,4.4683213,0.76886755,-0.34893534,0.34893534,-0.27647206,0.0,10.0,44.0,6.0,0.777146,0.6293204,1382.9316,460.0,310215.0,664005.0,325,1525,121.28535603247137,6.00455305175736,310,664,310_664,155,332,155_332,103,221,103_221,62,132,62_132,Luuk
33.804165,75.0,5.277779,4.129292,0.79423994,-0.3173414,0.3173414,-0.25744677,0.0,10.0,38.0,4.0,0.9702957,-0.2419219,1314.8765,434.62628,310515.0,664005.0,325,1535,121.28806561071818,6.004561539669783,310,664,310_664,155,332,155_332,103,221,103_221,62,132,62_132,Luuk
33.6104,78.0,5.4577365,4.0801826,0.7870066,-0.28701967,0.28701967,-0.23033714,0.0,10.0,46.0,1.0,-0.70710677,0.70710677,1207.8494,402.61646,310815.0,664005.0,325,1545,121.29077519286194,6.004570014174342,310,664,310_664,155,332,155_332,103,221,103_221,62,132,62_132,Luuk
34.71073,77.0,5.8897467,4.110344,0.73349077,-0.2494568,0.2494568,-0.1845178,0.0,10.0,35.0,8.0,0.9335804,0.35836795,1170.0,390.0,311115.0,664005.0,325,1555,121.29348477889651,6.004578475270943,311,664,311_664,155,332,155_332,103,221,103_221,62,132,62_132,Luuk
34.606316,80.0,6.081118,4.833314,0.7362706,-0.24850765,0.24850765,-0.17712337,0.0,10.0,28.0,3.0,0.94551855,-0.32556817,1152.5624,290.17236,311415.0,664005.0,325,1565,121.29619436881572,6.004586922959489,311,664,311_664,155,332,155_332,103,221,103_221,62,132,62_132,Luuk
34.67995,83.0,5.5203934,4.1538424,0.77957445,-0.3682311,0.3682311,-0.2979609,0.0,10.0,26.0,4.0,0.43837115,0.89879405,993.1767,190.26297,311715.0,664005.0,325,1575,121.29890396261345,6.004595357239891,311,664,311_664,155,332,155_332,103,221,103_221,62,132,62_132,Luuk
36.82447,84.0,6.3458347,4.1987667,0.45441595,-0.087006226,0.087006226,-0.003517234,0.01,10.0,11.0,6.0,0.9848077,-0.17364818,764.8529,90.55385,312015.0,664005.0,325,1585,121.30161356028349,6.004603778112051,312,664,312_664,156,332,156_332,104,221,104_221,62,132,62_132,Luuk
36.984154,86.0,6.4241915,4.231014,0.7383548,-0.26388133,0.26388133,-0.18594275,0.0,10.0,2.0,2.0,0.8910065,0.4539905,499.2995,10.0,312315.0,664005.0,325,1595,121.30432316181971,6.004612185575873,312,664,312_664,156,332,156_332,104,221,104_221,62,132,62_132,Luuk
38.635563,86.0,6.3061495,4.3608456,0.5525455,-0.1644622,0.1644622,-0.071598485,0.01,30.0,1.0,1.0,6.123234e-17,1.0,295.46573,80.0,312615.0,664005.0,325,1605,121.30703276721593,6.0046205796312675,312,664,312_664,156,332,156_332,104,221,104_221,62,132,62_132,Luuk
32.24048,73.0,5.109779,4.5817604,0.91587883,-0.6540068,0.6540068,-0.603064,0.0,95.0,1.0,2.0,0.43837115,0.89879405,150.0,50.0,315615.0,664005.0,325,1705,121.33412903212333,6.0047037827011405,315,664,315_664,157,332,157_332,105,221,105_221,63,132,63_132,Luuk
32.153732,78.0,4.81848,4.9687614,0.87756395,-0.64997226,0.64997226,-0.57915044,0.0,95.0,2.0,1.0,0.70710677,-0.70710677,182.48288,30.0,316215.0,664005.0,325,1725,121.33954833080881,6.0047202624046765,316,664,316_664,158,332,158_332,105,221,105_221,63,132,63_132,Luuk
31.637838,80.0,4.593565,4.6351323,0.9237393,-0.6849552,0.6849552,-0.64282584,0.0,95.0,3.0,0.0,1.0,0.0,375.89893,94.86833,316515.0,664005.0,325,1735,121.3422579858245,6.004728482142039,316,664,316_664,158,332,158_332,105,221,105_221,63,132,63_132,Luuk
31.664778,85.0,5.32138,4.464914,0.8275721,-0.5528958,0.5528958,-0.4657136,0.0,95.0,2.0,1.0,-0.70710677,0.70710677,553.17267,172.62677,316815.0,664005.0,325,1745,121.34496764461396,6.004736688469679,316,664,316_664,158,332,158_332,105,221,105_221,63,132,63_132,Luuk
33.089115,82.0,5.2553616,4.4891715,0.92394555,-0.65155035,0.65155035,-0.6028995,0.0,95.0,4.0,0.0,1.0,0.0,488.36462,150.0,317115.0,664005.0,325,1755,121.34767730717104,6.004744881387502,317,664,317_664,158,332,158_332,105,221,105_221,63,132,63_132,Luuk
32.043095,79.0,5.2704344,5.142236,0.92018884,-0.6266252,0.6266252,-0.58082366,0.0,95.0,1.0,2.0,-1.8369701e-16,-1.0,342.0526,89.44272,317415.0,664005.0,325,1765,121.3503869734895,6.0047530608954185,317,664,317_664,158,332,158_332,105,221,105_221,63,132,63_132,Luuk
34.672764,70.0,5.2111316,5.8707004,0.8006415,-0.4863933,0.4863933,-0.38706827,0.0,95.0,3.0,2.0,-0.8910065,-0.4539905,108.16654,41.231056,317715.0,664005.0,325,1775,121.35309664356326,6.004761226993334,317,664,317_664,158,332,158_332,105,221,105_221,63,132,63_132,Luuk
33.475266,51.0,4.9748087,6.1234956,0.85493183,-0.51203555,0.51203555,-0.43874013,0.0,95.0,0.0,1.0,0.70710677,0.70710677,90.0,31.622776,318615.0,664005.0,325,1805,121.36122567625456,6.0047856448261845,318,664,318_664,159,332,159_332,106,221,106_221,63,132,63_132,Luuk
29.810806,69.0,4.4657207,5.5459714,0.51040614,-0.5644101,0.5644101,-0.30229524,0.0,95.0,2.0,2.0,-1.0,1.2246469e-16,30.0,14.142136,319515.0,664005.0,325,1835,121.36935474252148,6.004809941965776,319,664,319_664,159,332,159_332,106,221,106_221,63,132,63_132,Omar
30.219954,71.0,4.749091,4.739736,0.76656187,-0.61358887,0.61358887,-0.4727731,0.0,95.0,-2.0,1.0,0.70710677,0.70710677,123.69317,28.284271,319815.0,664005.0,325,1845,121.37206443870961,6.004818014191162,319,664,319_664,159,332,159_332,106,221,106_221,63,132,63_132,Omar
32.63326,74.0,4.7795386,4.6321287,0.8805291,-0.6149632,0.6149632,-0.5400005,0.0,95.0,0.0,1.0,-0.70710677,-0.70710677,234.3075,78.10249,320115.0,664005.0,325,1855,121.37477413860374,6.004826073005825,320,664,320_664,160,332,160_332,106,221,106_221,64,132,64_132,Omar
36.89781,78.0,7.104055,4.5646577,0.65768033,-0.15080658,0.15080658,-0.08634073,0.0,10.0,7.0,1.0,6.123234e-17,1.0,342.0526,80.622574,320715.0,664005.0,325,1875,121.38019354948526,6.0048421504026255,320,664,320_664,160,332,160_332,106,221,106_221,64,132,64_132,Omar
38.114365,77.0,6.7030315,4.4520493,0.79149705,-0.3856671,0.3856671,-0.31302646,0.0,10.0,24.0,2.0,0.43837115,-0.89879405,509.11688,169.70563,321015.0,664005.0,325,1885,121.38290326046034,6.004850168984583,321,664,321_664,160,332,160_332,107,221,107_221,64,132,64_132,Omar
34.441315,81.0,6.9026127,4.411183,0.78289896,-0.37312615,0.37312615,-0.28720504,0.0,10.0,35.0,3.0,0.94551855,-0.32556817,626.4184,202.23749,321315.0,664005.0,325,1895,121.38561297511676,6.0048581741554585,321,664,321_664,160,332,160_332,107,221,107_221,64,132,64_132,Omar
34.743576,79.0,7.035439,4.3735085,0.7399213,-0.3038887,0.3038887,-0.2347792,0.0,10.0,38.0,4.0,1.0,0.0,600.0,194.16487,321615.0,664005.0,325,1905,121.38832269344833,6.004866165915163,321,664,321_664,160,332,160_332,107,221,107_221,64,132,64_132,Omar
34.897865,75.0,6.79291,4.3938785,0.7696704,-0.30933383,0.30933383,-0.2370131,0.0,10.0,35.0,6.0,0.6293204,0.777146,600.0,190.0,321915.0,664005.0,325,1915,121.39103241544893,6.004874144263609,321,664,321_664,160,332,160_332,107,221,107_221,64,132,64_132,Omar
34.243137,77.0,6.7155166,4.657841,0.7278224,-0.21833204,0.21833204,-0.15809296,0.0,10.0,29.0,5.0,0.5150381,0.8571673,375.89893,125.299644,322215.0,664005.0,325,1925,121.39374214111236,6.004882109200709,322,664,322_664,161,332,161_332,107,221,107_221,64,132,64_132,Omar
35.6696,73.0,6.9792185,4.8489833,0.72538036,-0.2813089,0.2813089,-0.21024844,0.0,10.0,9.0,3.0,0.309017,0.95105654,182.48288,60.827625,322515.0,664005.0,325,1935,121.39645187043247,6.004890060726371,322,664,322_664,161,332,161_332,107,221,107_221,64,132,64_132,Omar
34.818314,70.0,6.4606256,4.735421,0.7362978,-0.31460378,0.31460378,-0.24514574,0.0,10.0,3.0,5.0,0.190809,0.98162717,42.426407,30.0,322815.0,664005.0,325,1945,121.39916160340313,6.004897998840507,322,664,322_664,161,332,161_332,107,221,107_221,64,132,64_132,Omar
31.325329,44.0,5.930146,6.073617,0.8176749,-0.38636476,0.38636476,-0.32461545,0.0,10.0,13.0,10.0,0.4848096,-0.8746197,234.3075,67.08204,267315.0,663705.0,335,95,120.89793992780696,6.000489224774935,267,663,267_663,133,331,133_331,89,221,89_221,53,132,53_132,Parang
30.761465,44.0,5.8063493,5.627897,0.80439097,-0.3656067,0.3656067,-0.30054587,0.0,10.0,23.0,2.0,-0.43837115,0.89879405,466.6905,141.42136,267615.0,663705.0,335,105,120.90064887200853,6.000499624231955,267,663,267_663,133,331,133_331,89,221,89_221,53,132,53_132,Parang
30.861324,45.0,5.9448586,4.624156,0.85233325,-0.43413264,0.43413264,-0.37935823,0.0,10.0,19.0,2.0,0.43837115,0.89879405,590.93146,189.73666,267915.0,663705.0,335,115,120.9033578209874,6.00051001030224,267,663,267_663,133,331,133_331,89,221,89_221,53,132,53_132,Parang
31.853455,42.0,6.1778784,4.443835,0.77801055,-0.27849752,0.27849752,-0.22538517,0.0,10.0,18.0,2.0,-1.8369701e-16,-1.0,732.3933,240.8319,268215.0,663705.0,335,125,120.90606677473743,6.000520382985678,268,663,268_663,134,331,134_331,89,221,89_221,53,132,53_132,Indanan
31.434353,37.0,5.285364,4.3442364,0.8046829,-0.42483285,0.42483285,-0.34772578,0.0,10.0,25.0,4.0,-1.0,1.2246469e-16,906.97296,294.10883,268515.0,663705.0,335,135,120.90877573325243,6.000530742282154,268,663,268_663,134,331,134_331,89,221,89_221,53,132,53_132,Indanan
31.171246,34.0,4.788645,5.6213512,0.8678939,-0.43601972,0.43601972,-0.38523865,0.0,10.0,40.0,3.0,0.82903755,-0.5591929,1087.0603,356.08987,268815.0,663705.0,335,145,120.91148469652629,6.000541088191552,268,663,268_663,134,331,134_331,89,221,89_221,53,132,53_132,Indanan
31.73281,34.0,5.583575,4.385696,0.8204752,-0.33098096,0.33098096,-0.27041426,0.0,10.0,39.0,5.0,0.60181504,-0.7986355,1273.4991,417.73196,269115.0,663705.0,335,155,120.91419366455283,6.000551420713753,269,663,269_663,134,331,134_331,89,221,89_221,53,132,53_132,Indanan
31.44969,34.0,5.2222266,4.5039735,0.76595277,-0.3226227,0.3226227,-0.24800284,0.0,10.0,48.0,5.0,-0.37460658,-0.92718387,1484.9242,487.95493,269415.0,663705.0,335,165,120.91690263732588,6.000561739848647,269,663,269_663,134,331,134_331,89,221,89_221,53,132,53_132,Indanan
30.990181,29.0,4.929794,4.2128525,0.82161367,-0.35171333,0.35171333,-0.29834136,0.0,10.0,66.0,6.0,0.43837115,-0.89879405,1699.1763,560.803,269715.0,663705.0,335,175,120.91961161483934,6.000572045596115,269,663,269_663,134,331,134_331,89,221,89_221,53,132,53_132,Indanan
29.702417,34.0,5.6580286,4.370414,0.86131257,-0.40271166,0.40271166,-0.34641856,0.0,10.0,91.0,9.0,-1.0,1.2246469e-16,1932.149,640.31244,270015.0,663705.0,335,185,120.92232059708701,6.000582337956045,270,663,270_663,135,331,135_331,90,221,90_221,54,132,54_132,Indanan
31.040382,31.0,5.2775164,4.8494363,0.7703545,-0.26773924,0.26773924,-0.21248557,0.0,10.0,131.0,7.0,-0.5,-0.8660254,2172.6711,714.2128,270315.0,663705.0,335,195,120.92502958406276,6.000592616928323,270,663,270_663,135,331,135_331,90,221,90_221,54,132,54_132,Indanan
29.54925,27.0,6.0119915,4.14793,0.83799934,-0.39054734,0.39054734,-0.33576766,0.0,10.0,162.0,7.0,-0.1391731,-0.99026805,2408.4226,788.1624,270615.0,663705.0,335,205,120.92773857576042,6.00060288251283,270,663,270_663,135,331,135_331,90,221,90_221,54,132,54_132,Indanan
28.757086,30.0,5.5890107,4.694435,0.8750583,-0.45383966,0.45383966,-0.41056687,0.0,10.0,217.0,15.0,-0.99254614,-0.12186934,2611.379,850.4117,270915.0,663705.0,335,215,120.93044757217385,6.000613134709457,270,663,270_663,135,331,135_331,90,221,90_221,54,132,54_132,Indanan
30.200586,26.0,6.2339616,4.5488877,0.8401886,-0.4250932,0.4250932,-0.36592293,0.0,10.0,202.0,7.0,-0.99254614,0.12186934,2821.4358,919.3476,271215.0,663705.0,335,225,120.93315657329688,6.000623373518086,271,663,271_663,135,331,135_331,90,221,90_221,54,132,54_132,Indanan
30.3668,25.0,4.760285,4.5801682,0.83594644,-0.35687143,0.35687143,-0.30479357,0.0,10.0,209.0,14.0,-0.25881904,-0.9659258,3042.4497,993.5794,271515.0,663705.0,335,235,120.93586557912339,6.000633598938604,271,663,271_663,135,331,135_331,90,221,90_221,54,132,54_132,Indanan
32.746346,19.0,2.9443667,4.3423867,0.81924415,-0.3436563,0.3436563,-0.29150373,0.0,10.0,221.0,9.0,-0.94551855,-0.32556817,3276.0496,1072.0074,271815.0,663705.0,335,245,120.93857458964717,6.0006438109708995,271,663,271_663,135,331,135_331,90,221,90_221,54,132,54_132,Indanan
31.961014,19.0,3.9124994,4.1547723,0.8197164,-0.32460636,0.32460636,-0.27982363,0.0,10.0,242.0,9.0,-0.64278764,-0.76604444,3390.0,1130.0,272115.0,663705.0,335,255,120.94128360486211,6.0006540096148555,272,663,272_663,136,331,136_331,90,221,90_221,54,132,54_132,Indanan
30.561956,18.0,3.3451395,4.2841344,0.8715815,-0.45418093,0.45418093,-0.40293276,0.0,10.0,281.0,26.0,0.20791169,-0.9781476,3442.688,1147.5626,272415.0,663705.0,335,265,120.94399262476205,6.00066419487036,272,663,272_663,136,331,136_331,90,221,90_221,54,132,54_132,Indanan
29.07777,21.0,7.0994277,5.5104666,0.82849014,-0.35199136,0.35199136,-0.30591068,0.0,10.0,338.0,11.0,0.9702957,-0.2419219,3520.2415,1171.7509,272715.0,663705.0,335,275,120.94670164934084,6.000674366737298,272,663,272_663,136,331,136_331,90,221,90_221,54,132,54_132,Indanan
27.040047,20.0,5.2504215,4.866469,0.8753125,-0.42601877,0.42601877,-0.38216135,0.0,10.0,380.0,7.0,0.8660254,-0.5,3570.126,1180.3813,273015.0,663705.0,335,285,120.94941067859233,6.00068452521556,273,663,273_663,136,331,136_331,91,221,91_221,54,132,54_132,Indanan
