x_utm,y_utm,municipality,WorldCover_2021,elevation_m,slope_deg,northness,eastness,distance_to_coast_m,block1km_id,block2km_id,block3km_id,block5km_id,MAM_LST_C,MAM_valid_obs,MAM_NDVI,MAM_NDBI,MAM_BSI,JJA_LST_C,JJA_valid_obs,JJA_NDVI,JJA_NDBI,JJA_BSI,DJF_LST_C,DJF_valid_obs,DJF_NDVI,DJF_NDBI,DJF_BSI,GHSL_built_fraction_30m_corrected
291615.0,669705.0,Patikul,10.0,262.0,7.0,0.99254614,-0.12186934,3178.443,291_669,145_334,97_223,58_133,31.199009,29.0,0.80459046,-0.35485855,-0.29244936,30.864042,24.0,0.83703905,-0.4230773,-0.3631425,29.202885,23.0,0.8435594,-0.42528775,-0.3706789,0.0
291915.0,669705.0,Patikul,10.0,263.0,1.0,0.70710677,0.70710677,3021.6716,291_669,145_334,97_223,58_133,30.667507,28.0,0.82811797,-0.3701227,-0.31806582,31.07596,27.0,0.8722421,-0.43852597,-0.39719352,29.4524,25.0,0.8623729,-0.43028662,-0.37072018,0.0
292215.0,669705.0,Patikul,10.0,240.0,10.0,0.9659258,0.25881904,2884.5276,292_669,146_334,97_223,58_133,32.40899,28.0,0.81145775,-0.38283488,-0.31856838,32.518364,23.0,0.845419,-0.416138,-0.36459675,29.233648,23.0,0.8551259,-0.45304105,-0.3956473,0.009999999776482582
292515.0,669705.0,Patikul,10.0,207.0,3.0,1.0,0.0,2763.4219,292_669,146_334,97_223,58_133,31.59379,28.0,0.8329895,-0.35744146,-0.31243092,31.622843,21.0,0.8775821,-0.4224508,-0.38600555,29.059328,24.0,0.8449996,-0.35993782,-0.30840632,0.0
292815.0,669705.0,Patikul,10.0,178.0,12.0,0.39073113,0.92050487,2666.6272,292_669,146_334,97_223,58_133,32.30303,28.0,0.8156085,-0.3612155,-0.30129623,31.776655,22.0,0.86090666,-0.45217997,-0.3976636,30.088152,26.0,0.8516067,-0.417134,-0.36827064,0.0
293115.0,669705.0,Patikul,10.0,157.0,11.0,0.9848077,-0.17364818,2575.9854,293_669,146_334,97_223,58_133,31.168247,31.0,0.75638264,-0.29651877,-0.23086897,32.511528,19.0,0.8310596,-0.39917383,-0.35047558,30.002703,25.0,0.817296,-0.3749809,-0.31520423,0.0
293415.0,669705.0,Patikul,10.0,174.0,8.0,-0.34202015,-0.9396926,2510.3386,293_669,146_334,97_223,58_133,32.585014,28.0,0.8369634,-0.30568448,-0.27000612,31.598917,21.0,0.8777403,-0.40896764,-0.36618292,30.10866,25.0,0.8639014,-0.37353584,-0.3233614,0.0
294015.0,669705.0,Patikul,10.0,161.0,12.0,0.6691306,0.7431448,2409.17,294_669,147_334,98_223,58_133,32.78668,26.0,0.85176027,-0.4021811,-0.35579723,32.31841,24.0,0.8842403,-0.48599082,-0.43927765,30.785429,25.0,0.8805278,-0.44301075,-0.3969808,0.0
294315.0,669705.0,Patikul,10.0,143.0,11.0,0.5150381,0.8571673,2154.1587,294_669,147_334,98_223,58_133,32.644833,31.0,0.8485722,-0.38908258,-0.34155533,32.637997,25.0,0.9080827,-0.49144372,-0.45963845,30.857206,30.0,0.8959225,-0.44113323,-0.40682426,0.0
294615.0,669705.0,Patikul,10.0,110.0,4.0,1.0,0.0,1862.901,294_669,147_334,98_223,58_133,35.07846,34.0,0.80527216,-0.30293417,-0.23505853,34.646084,28.0,0.86516875,-0.42937508,-0.38266084,32.949036,29.0,0.8759326,-0.4160151,-0.36687475,0.0
294915.0,669705.0,Patikul,10.0,109.0,6.0,0.8910065,0.4539905,1574.9286,294_669,147_334,98_223,58_133,36.592644,33.0,0.70863044,-0.23441541,-0.17131867,35.08188,26.0,0.8678322,-0.43014893,-0.38367343,33.933426,31.0,0.8603081,-0.41940838,-0.3681286,0.0
295215.0,669705.0,Patikul,10.0,87.0,4.0,6.123234000000001e-17,1.0,1292.4396,295_669,147_334,98_223,59_133,35.775738,36.0,0.75298536,-0.30284503,-0.2177407,34.647793,23.0,0.8268602,-0.43500215,-0.36722264,32.65167,35.0,0.8312933,-0.43809426,-0.37448248,0.07000000029802322
295515.0,669705.0,Patikul,10.0,68.0,6.0,0.777146,0.6293204,1020.0,295_669,147_334,98_223,59_133,35.58091,35.0,0.7091162,-0.18888119,-0.13009246,33.171207,25.0,0.8379889,-0.37254083,-0.33904862,32.193653,35.0,0.8450509,-0.37723306,-0.33510163,0.0
295815.0,669705.0,Patikul,10.0,44.0,8.0,0.70710677,0.70710677,751.79785,295_669,147_334,98_223,59_133,35.25449,38.0,0.7027109,-0.17040114,-0.115875974,33.842846,26.0,0.8384518,-0.3976215,-0.34274304,32.309864,39.0,0.8464983,-0.39419127,-0.3375918,0.0
296115.0,669705.0,Patikul,10.0,21.0,4.0,-0.2419219,0.9702957,499.2995,296_669,148_334,98_223,59_133,36.587517,40.0,0.7421062,-0.27796364,-0.20790552,34.4974,31.0,0.85063845,-0.4197227,-0.36681187,32.47222,40.0,0.8539348,-0.42261684,-0.37023687,0.0
296415.0,669705.0,Patikul,10.0,11.0,6.0,1.0,0.0,276.58633,296_669,148_334,98_223,59_133,38.474266,40.0,0.6070942,-0.15265872,-0.06814034,35.598,27.0,0.7818524,-0.31239313,-0.2560506,33.530098,41.0,0.77617735,-0.2908751,-0.22550708,0.0
296715.0,669705.0,Patikul,30.0,13.0,3.0,0.70710677,0.70710677,67.08204,296_669,148_334,98_223,59_133,35.36899,37.0,0.62466943,-0.17327473,-0.096013464,34.441,30.0,0.73502225,-0.2952124,-0.2233566,33.661694,38.0,0.73382807,-0.27874276,-0.19971016,0.07999999821186066
277515.0,669405.0,Indanan,50.0,4.0,3.0,0.94551855,-0.32556817,60.0,277_669,138_334,92_223,55_133,35.941513,30.0,0.37735134,-0.0896082,0.02977134,35.680035,23.0,0.4147767,-0.13772127,0.0013411902,36.49694,23.0,0.4045339,-0.081504345,0.039167855,0.4599999785423279
277815.0,669405.0,Indanan,50.0,-2.0,3.0,-0.70710677,-0.70710677,174.92856,277_669,138_334,92_223,55_133,36.25768,25.0,0.13047114,0.12141241,0.19773403,36.661003,22.0,0.1344607,0.12282819,0.19257618,36.296986,20.0,0.13909589,0.10739044,0.17713493,0.5199999809265137
278115.0,669405.0,Jolo,50.0,2.0,2.0,-0.43837115,0.89879405,228.47319,278_669,139_334,92_223,55_133,36.41149,29.0,0.15934385,0.14349003,0.204386,37.34461,24.0,0.16858971,0.1459398,0.2012414,34.68881,23.0,0.17079046,0.14044772,0.21052785,0.3500000238418579
278415.0,669405.0,Jolo,50.0,4.0,3.0,0.70710677,-0.70710677,240.0,278_669,139_334,92_223,55_133,40.617363,34.0,0.1348177,0.16644004,0.20928758,40.755795,29.0,0.14128199,0.13334607,0.18798837,39.597084,25.0,0.13946195,0.16860983,0.21202487,0.3100000023841858
278715.0,669405.0,Jolo,50.0,6.0,3.0,-0.5591929,0.82903755,361.24783,278_669,139_334,92_223,55_133,43.490208,38.0,0.15077004,0.091865316,0.15423316,44.16014,28.0,0.14403914,0.11570263,0.15612923,40.284107,27.0,0.1497599,0.092758,0.15280516,0.1599999964237213
279015.0,669405.0,Jolo,50.0,7.0,4.0,-0.2419219,-0.9702957,570.78894,279_669,139_334,93_223,55_133,41.876904,35.0,0.2902784,-0.006255046,0.0794338,41.424015,28.0,0.31847495,-0.027340539,0.06467489,38.933987,24.0,0.30243385,-0.012555708,0.07486857,0.25
279315.0,669405.0,Jolo,50.0,17.0,3.0,-0.94551855,-0.32556817,658.63495,279_669,139_334,93_223,55_133,42.07173,35.0,0.3102035,0.029096864,0.1120265,41.93501,27.0,0.3394737,0.02306362,0.09850951,40.17131,27.0,0.30546725,0.02017295,0.10761424,0.32999998331069946
279615.0,669405.0,Jolo,10.0,24.0,4.0,0.8910065,0.4539905,849.58813,279_669,139_334,93_223,55_133,36.0338,34.0,0.7928281,-0.34861457,-0.2772662,36.835323,27.0,0.86209214,-0.41058457,-0.35684824,34.09578,26.0,0.83018744,-0.33095926,-0.280229,0.10999999940395355
279915.0,669405.0,Patikul,50.0,30.0,1.0,0.70710677,-0.70710677,1073.3126,279_669,139_334,93_223,55_133,38.814358,38.0,0.33618444,-0.022160748,0.07507312,39.884197,27.0,0.36886403,-0.031457637,0.05592791,36.82507,25.0,0.3962938,-0.05701926,0.0423207,0.6800000071525574
280215.0,669405.0,Patikul,50.0,41.0,4.0,0.9702957,-0.2419219,1236.9316,280_669,140_334,93_223,56_133,37.655647,34.0,0.56642354,-0.14458866,-0.051395535,38.110245,28.0,0.61808896,-0.17536093,-0.08659522,34.861416,24.0,0.66602737,-0.21380801,-0.12953022,0.5199999809265137
280515.0,669405.0,Patikul,10.0,43.0,5.0,0.60181504,-0.7986355,1444.9913,280_669,140_334,93_223,56_133,38.542625,34.0,0.67861825,-0.2570807,-0.17290798,39.694496,28.0,0.73703265,-0.3148545,-0.24001133,36.015,25.0,0.70145524,-0.27749133,-0.19774224,0.1599999964237213
280815.0,669405.0,Patikul,50.0,54.0,6.0,0.94551855,-0.32556817,1681.071,280_669,140_334,93_223,56_133,38.980133,30.0,0.26637444,0.012994285,0.08058182,38.298237,25.0,0.26193663,-0.011735093,0.07008175,34.18294,26.0,0.34816477,-0.025491424,0.07087274,0.08999999612569809
281115.0,669405.0,Patikul,10.0,67.0,0.0,1.0,0.0,1934.9419,281_669,140_334,93_223,56_133,35.606544,30.0,0.7467808,-0.25798708,-0.19107744,35.16733,26.0,0.80789876,-0.34397742,-0.28477985,32.65167,23.0,0.8535378,-0.3481568,-0.3072698,0.0
281415.0,669405.0,Patikul,10.0,74.0,2.0,-1.8369701000000003e-16,-1.0,2200.4546,281_669,140_334,93_223,56_133,34.59652,30.0,0.7954464,-0.31048298,-0.24313658,33.256657,28.0,0.8536088,-0.37860724,-0.32947692,31.71513,22.0,0.84245825,-0.37030846,-0.3210774,0.0
281715.0,669405.0,Patikul,10.0,91.0,2.0,0.8910065,0.4539905,2473.8633,281_669,140_334,93_223,56_133,32.367973,31.0,0.7083778,-0.31494176,-0.22288917,33.342106,27.0,0.7319453,-0.3452284,-0.24972896,31.865522,21.0,0.76688546,-0.37940025,-0.30096138,0.0
282015.0,669405.0,Patikul,10.0,110.0,5.0,-0.60181504,-0.7986355,2694.8284,282_669,141_334,94_223,56_133,33.072083,31.0,0.76942366,-0.30028298,-0.24035561,32.55596,25.0,0.79605114,-0.3663219,-0.28830695,31.501503,18.0,0.82135606,-0.37845877,-0.31607857,0.0
282315.0,669405.0,Patikul,10.0,126.0,3.0,0.309017,-0.95105654,2919.2637,282_669,141_334,94_223,56_133,29.900162,32.0,0.8437081,-0.38054943,-0.33399484,30.417992,28.0,0.8588814,-0.42122355,-0.3718405,28.532953,21.0,0.86633503,-0.41236857,-0.36310247,0.0
282615.0,669405.0,Patikul,10.0,144.0,3.0,0.94551855,-0.32556817,3156.2795,282_669,141_334,94_223,56_133,30.805937,27.0,0.84799606,-0.42640674,-0.37174276,31.686077,24.0,0.85962844,-0.45393264,-0.40346596,29.117435,27.0,0.85368454,-0.45667806,-0.405946,0.0
282915.0,669405.0,Patikul,10.0,153.0,4.0,-0.9702957,0.2419219,3403.2485,282_669,141_334,94_223,56_133,29.630138,27.0,0.8541408,-0.38639295,-0.3379125,31.07596,21.0,0.86846995,-0.45723546,-0.40886533,30.067644,25.0,0.8658623,-0.45416376,-0.4036846,0.0
283215.0,669405.0,Patikul,10.0,161.0,0.0,1.0,0.0,3658.1553,283_669,141_334,94_223,56_133,29.674572,29.0,0.8505733,-0.3716087,-0.33021712,29.995867,24.0,0.87714696,-0.4127905,-0.375205,29.778822,26.0,0.8491298,-0.38664666,-0.34013465,0.0
283515.0,669405.0,Patikul,10.0,168.0,3.0,0.94551855,-0.32556817,3690.0,283_669,141_334,94_223,56_133,29.932632,26.0,0.8503219,-0.37816468,-0.33331653,30.286398,21.0,0.8777109,-0.42488775,-0.37862754,29.601084,22.0,0.8545719,-0.39746815,-0.3377543,0.0
283815.0,669405.0,Patikul,10.0,179.0,2.0,-1.8369701000000003e-16,-1.0,3699.8647,283_669,141_334,94_223,56_133,29.671154,31.0,0.8617672,-0.46955037,-0.4140524,30.018084,22.0,0.88148755,-0.5052576,-0.45495325,28.96875,20.0,0.8752242,-0.50895864,-0.4488037,0.0
284115.0,669405.0,Patikul,10.0,173.0,3.0,0.309017,-0.95105654,3733.765,284_669,142_334,94_223,56_133,29.341314,30.0,0.8189974,-0.3304192,-0.26777232,30.638454,23.0,0.8560243,-0.40051937,-0.353874,29.828382,20.0,0.8292344,-0.36056772,-0.30853987,0.0
284415.0,669405.0,Patikul,10.0,191.0,5.0,0.98162717,0.190809,3791.174,284_669,142_334,94_223,56_133,29.801039,29.0,0.85948765,-0.43562147,-0.38512412,31.031527,23.0,0.88124835,-0.47327662,-0.42818567,29.93605,22.0,0.88021284,-0.48081607,-0.43096694,0.0
284715.0,669405.0,Patikul,10.0,203.0,4.0,0.43837115,-0.89879405,3865.8118,284_669,142_334,94_223,56_133,29.985611,24.0,0.88025934,-0.4908534,-0.4414965,30.464134,23.0,0.8875941,-0.50935185,-0.46020916,28.958496,22.0,0.8919993,-0.5181876,-0.46635574,0.0
285015.0,669405.0,Patikul,10.0,164.0,16.0,0.27563736,0.9612617,3865.346,285_669,142_334,95_223,57_133,29.503672,23.0,0.8559271,-0.42388976,-0.37135628,31.062288,21.0,0.8379959,-0.42352438,-0.37323907,28.033922,24.0,0.8786637,-0.44802302,-0.39689714,0.0
285315.0,669405.0,Patikul,10.0,198.0,5.0,0.190809,-0.98162717,3794.8518,285_669,142_334,95_223,57_133,29.377205,27.0,0.87329084,-0.46815053,-0.41894087,30.682888,22.0,0.8793886,-0.49490398,-0.44844836,28.215078,22.0,0.8924984,-0.5020993,-0.4589463,0.0
285615.0,669405.0,Patikul,10.0,196.0,13.0,0.8660254,0.5,3738.4622,285_669,142_334,95_223,57_133,28.86792,26.0,0.85843974,-0.4103855,-0.36413923,31.366491,23.0,0.8844302,-0.43876112,-0.3933862,28.016832,27.0,0.8776571,-0.4445923,-0.40342405,0.0
285915.0,669405.0,Patikul,10.0,208.0,1.0,-1.8369701000000003e-16,-1.0,3702.175,285_669,142_334,95_223,57_133,28.878174,27.0,0.86224306,-0.43242502,-0.38358444,30.54275,24.0,0.88922894,-0.46673504,-0.42156646,28.310781,27.0,0.8835247,-0.46305,-0.41741323,0.0
286215.0,669405.0,Patikul,10.0,209.0,8.0,0.57357645,-0.81915206,3690.0,286_669,143_334,95_223,57_133,27.924545,27.0,0.8440721,-0.4458764,-0.3856667,30.125751,27.0,0.87961966,-0.49369133,-0.4391308,27.791243,25.0,0.8732629,-0.4750259,-0.4210078,0.0
286515.0,669405.0,Patikul,10.0,205.0,5.0,-0.190809,0.98162717,3699.8647,286_669,143_334,95_223,57_133,27.801497,28.0,0.86031747,-0.4802457,-0.41748223,30.855497,26.0,0.8789004,-0.49436194,-0.43733725,27.972399,24.0,0.887219,-0.49755472,-0.4490708,0.0
286815.0,669405.0,Patikul,10.0,207.0,7.0,0.70710677,-0.70710677,3720.484,286_669,143_334,95_223,57_133,27.863022,31.0,0.8840829,-0.495575,-0.44528764,30.744411,26.0,0.9012897,-0.5288636,-0.4819629,27.863022,23.0,0.8967436,-0.5190689,-0.47127765,0.0
287115.0,669405.0,Patikul,10.0,187.0,8.0,0.34202015,0.9396926,3720.484,287_669,143_334,95_223,57_133,26.738493,29.0,0.8637496,-0.44123536,-0.39501587,30.763212,26.0,0.88620836,-0.4614565,-0.418026,27.787825,22.0,0.88304913,-0.46392122,-0.42228234,0.0
287415.0,669405.0,Patikul,10.0,211.0,6.0,-0.43837115,-0.89879405,3680.72,287_669,143_334,95_223,57_133,28.167225,26.0,0.84674096,-0.43423763,-0.3773044,30.515406,27.0,0.8710968,-0.44897577,-0.40393317,27.085423,18.0,0.8644213,-0.47904938,-0.4254939,0.0
287715.0,669405.0,Patikul,10.0,232.0,11.0,0.25881904,-0.9659258,3661.1064,287_669,143_334,95_223,57_133,27.410133,26.0,0.87391454,-0.47288924,-0.41980794,30.814482,26.0,0.88848203,-0.5203933,-0.47386166,27.599834,15.0,0.90003765,-0.5074151,-0.46281397,0.0
288015.0,669405.0,Patikul,10.0,267.0,7.0,0.82903755,-0.5591929,3660.0,288_669,144_334,96_223,57_133,27.575909,21.0,0.824276,-0.4169923,-0.31734303,31.216099,22.0,0.8594123,-0.43325132,-0.38082376,27.541727,22.0,0.84443706,-0.42573002,-0.37228143,0.0
288315.0,669405.0,Patikul,10.0,295.0,5.0,0.92718387,-0.37460658,3660.123,288_669,144_334,96_223,57_133,26.131794,20.0,0.86270666,-0.48651996,-0.42781615,30.698269,22.0,0.89244574,-0.5261017,-0.47615626,26.683805,21.0,0.877515,-0.49945417,-0.45469764,0.0
288615.0,669405.0,Patikul,10.0,336.0,10.0,0.70710677,-0.70710677,3674.847,288_669,144_334,96_223,57_133,27.702375,23.0,0.8664125,-0.43685246,-0.3867735,30.344503,19.0,0.8868877,-0.48797977,-0.4410708,25.56953,17.0,0.8661551,-0.4499802,-0.3942682,0.0
288915.0,669405.0,Patikul,10.0,348.0,14.0,0.9659258,-0.25881904,3707.5193,288_669,144_334,96_223,57_133,26.482141,21.0,0.8618482,-0.48530945,-0.43198478,30.604273,15.0,0.88596827,-0.5033809,-0.4582757,26.309532,12.0,0.8768683,-0.49568313,-0.44171354,0.0
289215.0,669405.0,Patikul,10.0,409.0,5.0,0.60181504,-0.7986355,3748.5598,289_669,144_334,96_223,57_133,27.143528,22.0,0.85830855,-0.4502139,-0.40217537,30.238544,17.0,0.885095,-0.47241116,-0.42908332,28.632076,15.0,0.87700695,-0.4512827,-0.40727898,0.0
289515.0,669405.0,Patikul,10.0,373.0,12.0,0.70710677,-0.70710677,3812.8335,289_669,144_334,96_223,57_133,27.223852,17.0,0.8648827,-0.4565337,-0.41205955,29.572031,18.0,0.88243544,-0.49074847,-0.4390053,27.121311,15.0,0.8838976,-0.4795824,-0.4250359,0.0
289815.0,669405.0,Patikul,10.0,383.0,10.0,0.9659258,0.25881904,3865.8118,289_669,144_334,96_223,57_133,27.005098,23.0,0.85692775,-0.44430527,-0.39440012,30.177021,20.0,0.8699013,-0.47391924,-0.41794243,27.33323,18.0,0.86332923,-0.45973814,-0.41076583,0.0
290115.0,669405.0,Patikul,10.0,396.0,9.0,0.98162717,0.190809,3939.6067,290_669,145_334,96_223,58_133,27.974108,22.0,0.8467302,-0.39827096,-0.3583684,30.361593,19.0,0.8484538,-0.4077988,-0.35594139,28.466303,18.0,0.85810125,-0.40875486,-0.3542356,0.0
290415.0,669405.0,Patikul,10.0,361.0,19.0,0.32556817,0.94551855,4025.146,290_669,145_334,96_223,58_133,28.023668,24.0,0.87014323,-0.4119316,-0.3685992,30.561548,18.0,0.88497704,-0.45647347,-0.41894114,28.027086,18.0,0.8708623,-0.42960924,-0.38532922,0.0
290715.0,669405.0,Patikul,10.0,332.0,12.0,0.98768836,0.15643446,3956.817,290_669,145_334,96_223,58_133,28.567133,26.0,0.8701945,-0.45714182,-0.40640384,29.496836,17.0,0.88011044,-0.4802103,-0.43244693,27.403297,20.0,0.89526445,-0.45745206,-0.41688988,0.0
291015.0,669405.0,Patikul,10.0,330.0,12.0,0.9563047,0.2923717,3768.0764,291_669,145_334,97_223,58_133,30.365011,27.0,0.87252766,-0.43943524,-0.39735395,31.07596,19.0,0.8830623,-0.4722271,-0.42816842,28.673092,17.0,0.8763785,-0.44248828,-0.39330137,0.0
291315.0,669405.0,Patikul,10.0,322.0,8.0,0.57357645,-0.81915206,3594.4958,291_669,145_334,97_223,58_133,30.09157,29.0,0.8576699,-0.40632138,-0.3613501,30.807646,18.0,0.8791332,-0.4569721,-0.4147139,27.466532,18.0,0.86021125,-0.426221,-0.3891832,0.0
291615.0,669405.0,Patikul,10.0,304.0,5.0,0.92718387,0.37460658,3431.6904,291_669,145_334,97_223,58_133,30.190693,29.0,0.8400873,-0.40345308,-0.35313988,31.091341,22.0,0.8741117,-0.4553263,-0.40965217,29.095217,22.0,0.8627304,-0.42240345,-0.37258124,0.0
291915.0,669405.0,Patikul,10.0,290.0,4.0,0.43837115,0.89879405,3287.02,291_669,145_334,97_223,58_133,29.38404,29.0,0.8251669,-0.3685836,-0.3112649,31.496376,23.0,0.86208993,-0.42214203,-0.37590444,28.47143,21.0,0.8447849,-0.41847968,-0.35554087,0.0
292215.0,669405.0,Patikul,10.0,266.0,9.0,0.70710677,0.70710677,3155.7092,292_669,146_334,97_223,58_133,30.02321,30.0,0.8266596,-0.3468213,-0.30489036,31.308386,21.0,0.8658311,-0.42231777,-0.37802672,29.81642,20.0,0.86281705,-0.38035554,-0.3331921,0.0
292515.0,669405.0,Patikul,10.0,236.0,12.0,6.123234000000001e-17,1.0,3045.4065,292_669,146_334,97_223,58_133,31.175083,27.0,0.8573037,-0.40989518,-0.35731083,31.607462,20.0,0.89445233,-0.4712462,-0.42558494,29.086672,25.0,0.8772301,-0.42796698,-0.38126424,0.0
292815.0,669405.0,Patikul,10.0,215.0,7.0,0.76604444,0.64278764,2950.5422,292_669,146_334,97_223,58_133,31.52543,28.0,0.8592309,-0.40494266,-0.36492845,31.862104,21.0,0.8963263,-0.45565912,-0.42237517,29.252447,24.0,0.88058555,-0.42488393,-0.3810905,0.0
293115.0,669405.0,Patikul,10.0,200.0,7.0,0.8660254,0.5,2867.002,293_669,146_334,97_223,58_133,31.028109,29.0,0.82335526,-0.3888396,-0.3274765,32.26543,21.0,0.85584307,-0.43849346,-0.38523656,30.183857,23.0,0.852134,-0.44190884,-0.39043444,0.0
293415.0,669405.0,Patikul,10.0,194.0,12.0,0.98768836,0.15643446,2801.7495,293_669,146_334,97_223,58_133,29.686535,30.0,0.86729866,-0.3881096,-0.34774336,31.504921,20.0,0.8985904,-0.43785587,-0.40684795,28.997805,22.0,0.8749334,-0.39509517,-0.35247397,0.0
293715.0,669405.0,Patikul,10.0,192.0,4.0,1.0,0.0,2747.7446,293_669,146_334,97_223,58_133,,,0.8294861,-0.34618494,-0.29703683,,,0.8762611,-0.44465506,-0.40343815,,,0.8497756,-0.3976457,-0.35387453,0.0
294015.0,669405.0,Patikul,10.0,172.0,10.0,0.8910065,0.4539905,2523.5688,294_669,147_334,98_223,58_133,,,0.8639604,-0.42340493,-0.3726196,,,0.879652,-0.46600994,-0.42363164,,,0.8855264,-0.47629797,-0.42748106,0.0
295215.0,669405.0,Patikul,10.0,103.0,11.0,0.34202015,0.9396926,1422.3923,295_669,147_334,98_223,59_133,34.473473,34.0,0.7707245,-0.28201792,-0.22042567,33.160954,25.0,0.86251986,-0.43651736,-0.38443932,32.19707,35.0,0.85342216,-0.41212907,-0.35254574,0.0
295515.0,669405.0,Patikul,10.0,83.0,10.0,0.8910065,0.4539905,1164.9893,295_669,147_334,98_223,59_133,35.09897,35.0,0.7652398,-0.31651622,-0.23918661,32.83282,25.0,0.83679485,-0.42796543,-0.3616522,32.338917,34.0,0.8464312,-0.430226,-0.36641532,0.0
295815.0,669405.0,Patikul,10.0,74.0,4.0,0.43837115,0.89879405,918.31366,295_669,147_334,98_223,59_133,35.584328,36.0,0.71365875,-0.24080908,-0.1616614,33.59504,26.0,0.84802836,-0.42029384,-0.36203408,32.579887,39.0,0.84318185,-0.39220235,-0.34610006,0.0
296115.0,669405.0,Patikul,10.0,36.0,8.0,0.97437006,0.22495106,700.35706,296_669,148_334,98_223,59_133,34.68368,40.0,0.7180028,-0.26969457,-0.18841197,34.42733,28.0,0.8423288,-0.39760682,-0.33703238,32.29961,39.0,0.8527778,-0.437743,-0.37454227,0.0
296415.0,669405.0,Patikul,10.0,28.0,12.0,0.83867055,0.54463905,488.36462,296_669,148_334,98_223,59_133,34.72128,42.0,0.6364432,-0.20816883,-0.12758046,34.591393,28.0,0.818915,-0.38550156,-0.31753546,32.21416,40.0,0.79566467,-0.3366166,-0.27334648,0.0
296715.0,669405.0,Patikul,10.0,26.0,10.0,0.9563047,0.2923717,323.1099,296_669,148_334,98_223,59_133,36.158558,44.0,0.6976093,-0.22244366,-0.1350496,35.659527,29.0,0.8331747,-0.39027622,-0.34464237,33.49592,40.0,0.8365741,-0.3704133,-0.3159249,0.0
297015.0,669405.0,Patikul,10.0,18.0,3.0,-0.5591929,0.82903755,174.92856,297_669,148_334,99_223,59_133,36.394398,41.0,0.6467963,-0.23618221,-0.14465868,34.765713,30.0,0.7972517,-0.36279872,-0.29040274,32.78326,38.0,0.8340111,-0.38130942,-0.33790666,0.0
277215.0,669105.0,Indanan,50.0,7.0,1.0,0.70710677,-0.70710677,123.69317,277_669,138_334,92_223,55_133,35.71934,38.0,0.6818484,-0.26359108,-0.17869368,35.263035,28.0,0.74511886,-0.3219103,-0.23607911,34.18465,28.0,0.75153846,-0.30070537,-0.22224116,0.4000000059604645
277515.0,669105.0,Indanan,30.0,11.0,1.0,0.70710677,0.70710677,283.01944,277_669,138_334,92_223,55_133,35.623634,40.0,0.39437446,0.01511577,0.09350761,37.107056,28.0,0.40074423,-0.004088979,0.08026659,35.160496,33.0,0.43976635,-0.016574698,0.06738322,0.009999999776482582
277815.0,669105.0,Indanan,10.0,7.0,7.0,1.0,0.0,429.53464,277_669,138_334,92_223,55_133,34.729824,39.0,0.8184345,-0.32659778,-0.26499018,36.17223,26.0,0.8449156,-0.35825327,-0.30090365,33.99666,32.0,0.8596799,-0.3832874,-0.32888612,0.12999999523162842
278115.0,669105.0,Jolo,50.0,0.0,1.0,-1.8369701000000003e-16,-1.0,517.8803,278_669,139_334,92_223,55_133,39.767986,40.0,0.12600009,0.17288843,0.18467921,41.512886,26.0,0.12062113,0.17322254,0.17734967,38.768215,28.0,0.11405942,0.17803444,0.18521617,0.5900000333786011
